FSID,Region,Callsign,Path Number,Center Frequency (MHz),Bandwidth (MHz)
813,US,KBR65,2,6695,10
814,US,KBR65,5,6626.25,2.5
815,US,KBR65,6,6668.75,2.5
816,US,KBR65,7,6063.8,30
817,US,KBR65,7,6123.1,30
818,US,KBR65,8,6152.75,30
819,US,KBR65,9,6555,30
820,US,KBR65,10,6655,10
821,US,KBR65,10,6685,10
822,US,KBR65,11,6595,30
823,US,KBR66,1,6616.25,2.5
824,US,KBR67,3,5974.85,30
825,US,KBR67,4,6063.8,30
826,US,KBR68,1,6675,10
827,US,KBR68,3,6605,10
828,US,KBR68,4,6595,10
829,US,KBR68,5,6685,10
830,US,KBR68,6,5974.85,30
831,US,KBR68,7,6093.45,30
832,US,KBR68,8,6093.45,30
833,US,KBR68,9,5974.85,30
834,US,KBR70,1,6835,10
835,US,KBR70,2,6755,10
836,US,KBR70,3,6855,10
837,US,KBR70,4,6034.15,30
838,US,KBR70,5,6226.89,30
839,US,KBR70,6,6345.49,30
840,US,KBR70,7,6404.79,30
841,US,KBR70,7,6815,30
842,US,KBR73,1,6673.75,2.5
843,US,KBR75,1,6796.25,2.5
844,US,KBR75,2,6845,10
845,US,KBR75,3,6785,30
846,US,KBR77,1,6806.25,2.5
847,US,KBR77,2,5974.85,30
848,US,KBR77,3,5974.85,30
849,US,KBR84,2,6805,10
850,US,KBR84,4,6825,10
851,US,KBR84,13,6315.84,30
852,US,KBR85,1,6615,10
853,US,KBR85,2,6695,10
854,US,KBR85,3,6665,10
855,US,KBR85,4,5945.2,30
858,US,KBR88,1,6745,10
859,US,KBR88,2,6785,10
860,US,KBR88,5,6197.24,30
861,US,KBR88,6,6725,30
862,US,KBT75,1,6655,10
863,US,KBT75,2,6685,10
864,US,KBU52,2,6735.625,3.75
865,US,KBV58,23,6137.925,60
866,US,KBV58,24,6137.925,60
867,US,KBV76,1,6315.84,30
868,US,KBV76,2,6256.54,30
869,US,KBW53,1,6545,10
870,US,KBW53,3,6034.15,30
871,US,KBW55,1,6625,10
872,US,KBW55,3,6865,5
873,US,KBX23,4,6004.5,30
874,US,KBX23,5,6034.15,30
875,US,KBX23,6,6004.5,30
876,US,KBX23,7,6034.15,30
877,US,KBX55,1,6256.54,30
878,US,KBX55,2,6226.89,30
879,US,KBX55,3,6345.49,30
880,US,KBX56,1,6197.24,30
881,US,KBX56,2,6256.54,30
882,US,KBX56,3,6375.14,30
883,US,KBY24,3,6695,10
884,US,KBY24,5,6286.19,30
885,US,KBY28,3,6645,10
886,US,KBY28,4,6615,10
887,US,KBY29,1,6845,10
888,US,KBY29,2,6775,10
889,US,KBY29,4,6765,10
890,US,KBY29,5,6345.49,30
891,US,KBY30,1,6665,10
892,US,KBY30,2,6615,10
893,US,KBY30,3,6645,10
894,US,KBY30,5,6093.45,30
895,US,KBY30,6,6655,30
896,US,KBY31,3,6685,10
897,US,KBY31,4,6625,10
898,US,KBY31,5,6555,30
899,US,KBY31,6,6093.45,30
900,US,KBY34,2,6825,10
901,US,KBY34,3,6805,10
902,US,KBY34,4,6745,10
903,US,KBY34,5,6345.49,30
904,US,KBY35,2,6585,10
905,US,KBY35,3,6595,10
906,US,KBY35,4,5945.2,30
907,US,KBY35,5,6034.15,30
908,US,KBY36,3,6755,10
909,US,KBY36,4,6845,10
910,US,KBY36,5,6286.19,30
911,US,KBY36,6,6785,30
912,US,KBY45,3,6755,10
913,US,KBY45,4,6785,10
914,US,KBY49,3,5974.85,30
915,US,KBY49,4,6063.8,30
916,US,KBY50,3,5945.2,30
917,US,KBY50,4,6004.5,30
918,US,KBY51,4,6226.89,30
919,US,KBY51,5,6197.24,30
920,US,KBY52,3,5945.2,30
921,US,KBY52,4,5974.85,30
922,US,KBY73,2,6675,10
923,US,KBY73,4,6605,10
924,US,KBY73,5,6130.51,5
925,US,KBY73,6,6073.68,10
926,US,KBY73,7,6605,5
927,US,KBY75,3,6675,5
928,US,KBY76,1,6655,5
929,US,KBY82,1,5974.85,30
930,US,KBY82,2,6004.5,30
931,US,KBY82,4,6152.75,30
932,US,KBY82,5,5974.85,30
933,US,KBY82,6,6063.8,30
934,US,KBY82,7,6034.15,30
935,US,KBY82,8,6063.8,30
936,US,KBY82,9,6034.15,30
937,US,KBY82,10,6063.8,30
938,US,KCA71,2,6745,10
939,US,KCA71,3,6775,10
940,US,KCA71,6,6775.625,3.5
941,US,KCA71,7,6840.625,3.5
942,US,KCA71,8,6375.14,30
943,US,KCA71,9,6404.79,30
944,US,KCA76,3,6034.15,30
945,US,KCA76,3,6093.45,30
946,US,KCA76,3,6152.75,30
947,US,KCB88,1,6555,10
948,US,KCB88,3,6286.19,30
949,US,KCB89,3,6226.89,30
950,US,KCB89,4,6197.24,30
951,US,KCB89,5,6256.54,30
952,US,KCD46,1,6585,10
953,US,KCD46,2,6256.54,30
954,US,KCD46,3,6645,10
955,US,KCD46,4,6315.84,30
957,US,KCD47,1,6705,10
958,US,KCD47,2,6404.79,30
959,US,KCD47,3,6345.49,30
960,US,KCD47,4,6780,5
962,US,KCD48,1,6805,5
963,US,KCD48,2,6197.24,30
964,US,KCD49,1,6645,5
965,US,KCD49,2,6625,10
966,US,KCD49,3,6063.8,30
967,US,KCD49,5,5974.85,30
968,US,KCD49,6,5945.2,30
969,US,KCE43,1,6286.19,30
970,US,KCE44,2,5974.85,30
971,US,KCE44,3,6034.15,30
972,US,KCE54,1,6565,10
973,US,KCF64,1,6197.24,30
974,US,KCF64,2,6315.84,30
975,US,KCF65,1,6004.5,30
976,US,KCF65,2,5945.2,30
977,US,KCF65,3,6715,10
978,US,KCF65,4,6034.15,30
979,US,KCF66,1,6197.24,30
980,US,KCF66,2,6256.54,30
981,US,KCF66,4,6315.84,30
982,US,KCF66,5,6585,5
983,US,KCF72,3,6690,5
984,US,KCF73,3,6658.75,2.5
985,US,KCF73,4,6655,30
986,US,KCF97,1,6815,5
987,US,KCF97,1,6815.625,3.75
988,US,KCF98,1,6063.8,30
989,US,KCF99,1,6004.5,30
990,US,KCF99,2,6760,5
991,US,KCF99,2,6760.625,3.75
992,US,KCF99,3,5945.2,30
993,US,KCF99,4,6655,5
994,US,KCF99,4,6655.625,3.75
995,US,KCG66,2,5974.85,30
996,US,KCG66,2,6034.15,30
997,US,KCG66,3,6063.8,30
998,US,KCG66,3,6123.1,30
999,US,KCH25,2,6755,10
1000,US,KCH25,3,6855,10
1001,US,KCH26,1,6665,10
1002,US,KCH93,3,5945.2,30
1003,US,KCI37,1,6545,10
1004,US,KCI37,2,6865,10
1005,US,KCI37,3,6545,10
1006,US,KCI38,2,6745,10
1007,US,KCI40,2,6404.79,30
1008,US,KCI40,3,6315.84,30
1009,US,KCI40,4,6345.49,30
1010,US,KCI43,2,6256.54,30
1011,US,KCI60,1,6735,10
1012,US,KCI60,2,6725,10
1013,US,KCI60,4,6750.625,3.75
1014,US,KCI60,5,6795,10
1015,US,KCI60,6,6845,10
1016,US,KCI60,8,6815,10
1017,US,KCI61,1,6645,10
1018,US,KCI61,2,6825,10
1019,US,KCI61,3,6635,10
1020,US,KCI61,4,6585,10
1021,US,KCI61,5,6655,10
1022,US,KCI62,1,6765,10
1023,US,KCI62,2,6705,10
1024,US,KCI62,4,6595,10
1025,US,KCI62,5,6745,10
1026,US,KCI62,6,6725,30
1027,US,KCI62,7,6725,30
1028,US,KCI64,1,6825,10
1029,US,KCI64,2,6845,10
1030,US,KCI64,3,6755,10
1031,US,KCI64,4,6034.15,30
1032,US,KCI64,5,6152.75,30
1033,US,KCI66,1,6755,10
1034,US,KCI66,3,6845,10
1035,US,KCI66,4,6825,10
1036,US,KCI66,5,6755,10
1037,US,KCI66,6,6865,10
1038,US,KCI66,7,6815,30
1039,US,KCI66,9,6063.8,30
1040,US,KCI67,2,6725,10
1041,US,KCI67,3,6745,10
1042,US,KCI67,4,6793.75,2.5
1043,US,KCI67,5,6655,30
1044,US,KCI67,6,6256.54,30
1045,US,KCI67,7,6315.84,30
1046,US,KCI68,2,6633.75,2.5
1047,US,KCJ22,2,6585,10
1048,US,KCJ22,4,6675.625,3.5
1049,US,KCJ22,6,6605,10
1050,US,KCJ24,3,6615,10
1051,US,KCK20,3,6655,30
1052,US,KCK20,4,6595,30
1053,US,KCK21,4,6755,30
1054,US,KCK21,5,6845,30
1055,US,KCK21,6,6785,30
1056,US,KCK22,2,6625,30
1057,US,KCK23,3,6685,30
1058,US,KCK23,4,6555,30
1059,US,KCK24,5,6725,30
1060,US,KCK24,6,6256.54,30
1061,US,KCK24,7,6197.24,30
1062,US,KCK24,8,6815,30
1063,US,KCK25,2,5945.2,30
1064,US,KCK26,2,6655,30
1065,US,KCK27,4,6004.5,30
1066,US,KCK27,5,6555,30
1067,US,KCK27,6,6625,30
1074,US,KCL61,3,5945.2,30
1075,US,KCL61,3,6123.1,30
1076,US,KCL61,3,6152.75,30
1077,US,KCL61,4,5974.85,30
1078,US,KCL61,4,6004.5,30
1079,US,KCL61,4,6034.15,30
1080,US,KCL61,4,6063.8,30
1081,US,KCL61,4,6093.45,30
1082,US,KCL62,3,6286.19,30
1083,US,KCL62,3,6345.49,30
1084,US,KCL62,3,6404.79,30
1085,US,KCM96,1,6650,5
1086,US,KCM96,3,6695,10
1087,US,KCM96,4,6585,10
1088,US,KCM96,5,5974.85,30
1089,US,KCM96,6,6635.625,3.75
1090,US,KCM96,7,6595.625,3.75
1091,US,KCM96,9,6123.1,30
1092,US,KCM96,10,6034.15,30
1093,US,KCM96,11,6625,30
1094,US,KCM96,12,6685,10
1095,US,KCM98,1,6545,10
1096,US,KCM98,3,6625,10
1097,US,KCM98,8,6555,5
1098,US,KCM98,9,6093.45,30
1099,US,KCM98,9,6152.75,30
1100,US,KCM98,10,6152.75,30
1101,US,KCM98,11,6093.45,30
1102,US,KCM98,12,6555,30
1103,US,KCM98,13,6625,30
1104,US,KCM98,14,6555,30
1105,US,KCM98,15,5945.2,30
1106,US,KCM98,15,6123.1,30
1107,US,KCM98,16,6093.45,30
1108,US,KCM98,16,6152.75,30
1109,US,KCM98,17,6093.45,30
1110,US,KCM98,17,6152.75,30
1111,US,KCM98,18,5945.2,30
1112,US,KCM98,18,6123.1,30
1113,US,KCM98,20,6645,10
1114,US,KCO29,1,6675,10
1115,US,KCO29,2,6725,10
1116,US,KCO29,3,6226.89,27
1117,US,KCO29,3,6226.89,27.5
1118,US,KCO29,4,6375.14,27
1119,US,KCO29,4,6375.14,27.5
1120,US,KCO29,5,6345.49,27
1121,US,KCO29,5,6345.49,27.5
1122,US,KCO29,6,6315.84,27
1123,US,KCO29,6,6315.84,27.5
1124,US,KCO87,6,6197.24,30
1125,US,KCO87,6,6375.14,30
1126,US,KCO87,6,6404.79,30
1127,US,KCO87,7,6226.89,30
1128,US,KCO87,7,6256.54,30
1129,US,KCO87,7,6286.19,30
1130,US,KCO87,7,6315.84,30
1131,US,KCO87,7,6345.49,30
1132,US,KCO88,5,6197.24,30
1133,US,KCO88,5,6226.89,30
1134,US,KCO88,5,6256.54,30
1135,US,KCO88,5,6315.84,30
1136,US,KCO88,5,6375.14,30
1137,US,KCO88,6,6286.19,30
1138,US,KCO88,6,6345.49,30
1139,US,KCO88,6,6404.79,30
1140,US,KCO89,3,5945.2,30
1141,US,KCO89,3,5974.85,30
1142,US,KCO89,3,6004.5,30
1143,US,KCO89,3,6063.8,30
1144,US,KCO89,3,6123.1,30
1145,US,KCO89,4,6034.15,30
1146,US,KCO89,4,6093.45,30
1147,US,KCO89,4,6152.75,30
1148,US,KCP80,1,6625,10
1149,US,KCP80,5,5974.85,10
1150,US,KCP82,1,6745,10
1151,US,KCP82,5,6226.89,10
1152,US,KCQ89,1,6825,10
1153,US,KCQ89,2,6835,10
1154,US,KCQ89,3,6765,10
1155,US,KCQ89,4,6735.625,2.5
1156,US,KCQ89,5,6815.625,3.75
1157,US,KCQ89,6,6745,10
1158,US,KCQ89,7,5945.2,30
1159,US,KCQ89,8,6063.8,30
1160,US,KCQ89,9,5945.2,30
1161,US,KCQ89,10,6063.8,30
1162,US,KCR23,1,6645,10
1163,US,KCR26,6,6645,10
1164,US,KCR26,8,6595,5
1165,US,KCR26,14,6635,10
1166,US,KCR26,15,6315.84,30
1167,US,KCR26,17,6404.79,30
1168,US,KCR26,18,6286.19,30
1169,US,KCR26,19,6345.49,30
1170,US,KCR27,5,6815.625,3.75
1171,US,KCR27,8,6315.84,30
1172,US,KCR27,9,6226.89,30
1173,US,KCR28,1,6745,10
1174,US,KCR28,2,6805,10
1175,US,KCR28,3,6845,10
1176,US,KCR28,4,6755,10
1177,US,KCR29,1,6585,10
1178,US,KCR29,3,6670,5
1179,US,KCR52,4,6363.404,3.75
1180,US,KCT21,3,6093.45,30
1181,US,KCT21,4,6004.5,30
1182,US,KCT21,5,5974.85,30
1183,US,KCT21,5,6093.45,30
1184,US,KCT21,6,6625,30
1185,US,KCT21,6,6685,30
1187,US,KCT22,1,6256.54,30
1188,US,KCT22,2,6345.49,30
1189,US,KCT22,3,6286.19,30
1190,US,KCT22,5,6197.24,30
1192,US,KCT40,4,5945.2,30
1193,US,KCT40,5,6152.75,30
1194,US,KCT41,3,6256.54,30
1195,US,KCT41,4,6197.24,30
1196,US,KCT42,3,5945.2,30
1197,US,KCT42,4,6004.5,30
1198,US,KCT44,3,6286.19,30
1199,US,KCT44,4,6197.24,30
1200,US,KCT45,3,5945.2,30
1201,US,KCT45,4,6063.8,30
1202,US,KCT46,3,6256.54,30
1203,US,KCT46,4,6197.24,30
1204,US,KCT52,8,6815,30
1205,US,KCT53,2,6705,10
1206,US,KCT53,3,6585,10
1207,US,KCT53,6,6655,30
1208,US,KCT53,9,6123.1,30
1209,US,KCT53,10,6226.89,30
1210,US,KCT53,11,6063.8,30
1211,US,KCT59,6,6197.24,30
1212,US,KCT59,7,6226.89,30
1213,US,KCT59,7,6286.19,30
1214,US,KCT59,8,6389.965,60
1215,US,KCT60,5,5974.85,30
1216,US,KCT60,6,5945.2,30
1217,US,KCT61,6,6197.24,30
1218,US,KCT61,7,6226.89,30
1219,US,KCT61,8,6286.19,30
1220,US,KCT62,5,6595,30
1221,US,KCT62,5,6655,30
1222,US,KCT62,6,5945.2,30
1223,US,KCT62,7,6555,30
1224,US,KCT62,7,6625,30
1225,US,KCT64,5,6137.925,60
1226,US,KCT64,6,6019.325,60
1227,US,KCT76,1,6825,10
1228,US,KCT76,2,6815,10
1229,US,KCT76,3,6765,10
1230,US,KCT76,5,6855,10
1231,US,KCT76,7,6034.15,30
1232,US,KCT76,8,5974.85,30
1233,US,KCT76,14,6123.1,30
1234,US,KCT76,15,6865.625,3.75
1235,US,KCT76,16,6840,5
1236,US,KCT76,17,6840,5
1237,US,KCT76,18,6865.625,3.75
1238,US,KCU35,1,6705,10
1239,US,KCU35,2,6775,10
1240,US,KCU36,1,6615,10
1241,US,KCU44,10,6394.91,10
1242,US,KCU44,11,6093.45,10
1243,US,KCU44,13,5974.85,5
1244,US,KCU44,15,6236.77,10
1245,US,KCU45,9,6142.87,10
1246,US,KCU45,10,6735,10
1247,US,KCU45,11,6375.14,30
1248,US,KCU45,13,6404.79,30
1249,US,KCU45,14,5984.73,10
1250,US,KCU52,4,6745,10
1251,US,KCU52,5,6755,10
1252,US,KCU52,6,6795,5
1253,US,KCU52,7,6765,10
1254,US,KCU52,8,6845,10
1255,US,KCU52,9,6345.49,30
1256,US,KCU53,1,6197.24,30
1257,US,KCU54,1,6645,10
1258,US,KCU89,1,6595,10
1259,US,KCU89,2,6665,10
1260,US,KCU90,1,6865,10
1261,US,KCU90,2,6645,10
1262,US,KCU91,2,6605,10
1263,US,KCU91,3,6705,10
1264,US,KCU91,4,6034.15,30
1265,US,KCU91,5,6004.5,30
1266,US,KCU92,1,6805,10
1267,US,KCU92,2,6785,10
1268,US,KCU92,3,6765,10
1269,US,KCU93,1,6665,10
1270,US,KCU93,2,6585,10
1271,US,KCV45,1,6755,10
1272,US,KCV45,5,6725,10
1273,US,KCV45,6,6685,10
1274,US,KCV45,7,6775,10
1275,US,KCV45,9,6805,10
1276,US,KCV45,10,6746.25,2.5
1277,US,KCV45,11,6286.19,30
1278,US,KCV45,12,6375.14,30
1279,US,KCV45,13,6404.79,30
1280,US,KCV45,14,6286.19,30
1281,US,KCV45,15,6865,10
1282,US,KCV45,16,6785,10
1283,US,KCV45,17,6404.79,30
1284,US,KCV45,18,6226.89,30
1285,US,KCV45,19,6345.49,30
1286,US,KCV45,20,6345.49,30
1287,US,KCV47,1,6785,10
1288,US,KCW23,1,6785,10
1289,US,KCW23,2,6585,10
1290,US,KCW23,3,6645,10
1291,US,KCW23,6,6093.45,30
1292,US,KCW23,7,6034.15,30
1293,US,KCW31,1,6375.14,30
1294,US,KCW31,3,6256.54,30
1295,US,KCW31,8,6375.14,30
1296,US,KCW31,11,6256.54,30
1297,US,KCW68,1,6286.19,10
1298,US,KCW68,7,6785,10
1299,US,KCX56,3,6845,10
1300,US,KCX56,7,6835,10
1301,US,KCX56,8,6865,10
1302,US,KCX56,11,6404.79,30
1303,US,KCX56,12,6345.49,30
1304,US,KCX57,1,6685,10
1305,US,KCX59,1,6545,10
1306,US,KCX59,2,6815,10
1307,US,KCX59,6,6565,10
1308,US,KCX59,7,6545,10
1309,US,KCX59,8,6585,10
1310,US,KCX59,9,6256.54,30
1311,US,KCX59,10,6345.49,30
1312,US,KCX59,11,6286.19,30
1313,US,KCX59,15,6404.79,30
1314,US,KCX59,17,6197.24,30
1315,US,KCX61,1,6745,10
1316,US,KCX61,2,6595,10
1317,US,KCX61,3,6286.19,30
1318,US,KCX61,4,6404.79,30
1319,US,KCX61,5,6226.89,30
1320,US,KCX61,5,6404.79,30
1321,US,KCX61,8,6256.54,30
1322,US,KCX61,9,6375.14,30
1323,US,KCX62,1,6585,10
1324,US,KCX62,2,6645,10
1325,US,KCX62,2,6865,10
1326,US,KCX62,3,6655,10
1327,US,KCX62,4,6545,10
1328,US,KCX62,5,6665,10
1329,US,KCX62,8,6034.15,30
1330,US,KCX62,10,6123.1,30
1331,US,KCX66,2,6815,10
1332,US,KCX68,1,6715,10
1333,US,KCX68,2,6645,10
1334,US,KCX68,3,6690,5
1335,US,KCX68,7,6093.45,30
1336,US,KCX69,1,6705,10
1337,US,KCX70,3,6063.8,30
1338,US,KCX71,2,6725,10
1339,US,KCX71,3,6034.15,30
1340,US,KCX72,1,6615,10
1341,US,KCY68,3,5945.2,30
1342,US,KCY68,4,6063.8,30
1343,US,KCY75,1,6683.75,2.5
1344,US,KCY75,2,6115.69,5
1345,US,KCY75,3,6113.22,10
1346,US,KCY81,2,6820.625,3.75
1347,US,KCZ64,3,6785,5
1348,US,KCZ64,4,5945.2,30
1349,US,KCZ64,5,6093.45,30
1350,US,KCZ94,5,6271.365,60
1351,US,KCZ94,6,6389.965,60
1352,US,KDA21,4,6655,20
1353,US,KDA21,5,6755,30
1354,US,KDA23,1,6815,10
1355,US,KDA26,6,6855,10
1356,US,KDA26,8,6375.14,30
1357,US,KDA26,9,6034.15,30
1358,US,KDA27,2,6845,10
1359,US,KDA27,3,6152.75,30
1360,US,KDA37,5,6197.24,30
1361,US,KDA37,6,6226.89,30
1362,US,KDA37,7,6625,30
1363,US,KDA38,4,6256.54,30
1364,US,KDA38,5,6286.19,30
1365,US,KDA39,1,6813.75,2.5
1366,US,KDA47,4,6825,10
1367,US,KDA47,5,6845,10
1368,US,KDA47,6,6815,30
1369,US,KDA47,7,6725,30
1370,US,KDA53,1,6645,10
1371,US,KDA53,3,6705,10
1372,US,KDA54,1,6665,10
1373,US,KDA54,2,6625,10
1374,US,KDA54,3,6655,30
1375,US,KDA54,4,6625,30
1376,US,KDA55,2,6805,10
1377,US,KDA55,3,6785,10
1378,US,KDA58,3,6685,10
1379,US,KDA58,5,6555,30
1380,US,KDA58,6,6226.89,30
1381,US,KDA61,1,6685,10
1382,US,KDA62,3,6845,10
1383,US,KDA62,4,6835,10
1384,US,KDA62,5,5974.85,30
1385,US,KDA62,6,6034.15,30
1386,US,KDB58,1,6605,10
1387,US,KDB58,2,6635,10
1388,US,KDB58,3,6034.15,10
1389,US,KDB58,4,6063.8,10
1390,US,KDB58,5,6123.1,10
1391,US,KDC64,2,6855,10
1392,US,KDC64,5,6595,10
1393,US,KDC64,8,6256.54,30
1394,US,KDC64,9,6345.49,30
1395,US,KDC65,2,6778.75,2.5
1396,US,KDC77,1,6645,10
1397,US,KDC77,2,6705,10
1398,US,KDC77,5,6695,10
1399,US,KDC77,6,6618.75,2.5
1400,US,KDC77,7,6123.1,30
1401,US,KDC77,8,6004.5,30
1402,US,KDD86,2,6825,10
1403,US,KDD86,4,6555,10
1404,US,KDD86,5,6595.625,3.75
1405,US,KDD88,1,6855,10
1406,US,KDD96,1,6835,10
1407,US,KDD97,1,6675,10
1408,US,KDD97,2,6695,10
1409,US,KDD97,3,6665,10
1410,US,KDF46,9,6785,10
1411,US,KDF46,11,6785,10
1412,US,KDF46,13,6755,10
1413,US,KDF46,35,6286.19,30
1414,US,KDF51,1,6775,10
1415,US,KDF86,2,6256.54,30
1416,US,KDG27,2,6825,10
1417,US,KDG27,4,6775,10
1418,US,KDG27,8,6755.625,3.75
1419,US,KDG27,9,6745,10
1420,US,KDG27,11,6815,10
1421,US,KDG27,12,6765,10
1422,US,KDG27,14,6805,10
1423,US,KDG27,15,6775,10
1424,US,KDG27,16,6585,10
1425,US,KDG28,1,6815,10
1426,US,KDG44,2,5945.2,30
1427,US,KDG44,3,5974.85,30
1428,US,KDG44,4,6034.15,30
1429,US,KDH78,5,6855,10
1430,US,KDH78,6,6565,10
1431,US,KDH78,8,6640.625,3.75
1432,US,KDH79,1,6560.625,3.75
1433,US,KDH79,2,6695,10
1434,US,KDH79,7,6595,30
1435,US,KDH79,9,6670,5
1436,US,KDH79,12,6705,10
1437,US,KDH80,1,6665,10
1438,US,KDH80,4,6034.15,30
1439,US,KDH81,1,6740.625,3.75
1440,US,KDH82,1,6735,10
1441,US,KDH82,2,6755,10
1442,US,KDI32,4,6093.45,10
1443,US,KDI32,5,5945.2,10
1444,US,KDI32,6,6566.25,2.5
1445,US,KDI32,7,6034.15,30
1446,US,KDI45,2,6545,10
1447,US,KDI45,3,6034.15,30
1448,US,KDI45,4,6004.5,30
1449,US,KDJ56,1,6635,10
1450,US,KDJ61,9,5945.2,30
1451,US,KDJ61,10,6063.8,30
1452,US,KDJ61,13,6855,10
1453,US,KDJ61,14,5974.85,30
1454,US,KDJ61,15,6093.45,30
1455,US,KDJ61,16,6123.1,30
1456,US,KDJ61,17,6004.5,30
1457,US,KDJ61,18,6004.5,30
1458,US,KDJ61,19,6123.1,30
1459,US,KDJ61,20,5974.85,30
1460,US,KDJ61,21,6093.45,30
1461,US,KDJ61,22,6123.1,30
1462,US,KDJ61,23,6760,5
1463,US,KDJ61,24,5945.2,30
1464,US,KDJ61,24,6063.8,30
1465,US,KDK58,1,6805,10
1466,US,KDK58,3,6197.24,10
1467,US,KDK58,4,6375.14,10
1468,US,KDK80,3,6625,5
1469,US,KDK85,2,6745,10
1470,US,KDK85,4,6865,10
1471,US,KDK85,5,5974.85,30
1472,US,KDK85,6,6375.14,30
1473,US,KDK85,7,6785,5
1474,US,KDK86,4,6315.84,30
1475,US,KDN44,4,6710,4.94
1476,US,KDN44,5,6730.625,3.75
1477,US,KDN44,6,6600.625,3.75
1480,US,KDP25,2,6845,10
1481,US,KDP25,3,6286.19,30
1482,US,KDP26,2,6585,10
1483,US,KDP26,3,6665,10
1484,US,KDP26,4,6685,10
1485,US,KDP26,5,6595,10
1486,US,KDP28,3,6685,10
1487,US,KDP28,4,6004.5,30
1488,US,KDP29,1,6705,10
1489,US,KDP30,3,6865,10
1490,US,KDP30,4,6286.19,30
1491,US,KDP30,5,6256.54,30
1492,US,KDP31,2,6825,10
1493,US,KDP32,2,6845,10
1494,US,KDP32,3,6197.24,30
1495,US,KDP32,4,6375.14,30
1496,US,KDP38,1,6665,10
1497,US,KDP38,4,6063.8,30
1498,US,KDP38,5,6034.15,30
1499,US,KDP40,2,6825,10
1500,US,KDP40,5,6226.89,30
1501,US,KDP40,6,6315.84,30
1502,US,KDP41,4,5974.85,30
1503,US,KDP41,5,6345.49,30
1504,US,KDP42,1,6685,10
1505,US,KDP42,3,6093.45,30
1506,US,KDP42,4,6034.15,30
1507,US,KDP46,1,6123.1,30
1508,US,KDP46,2,6795,10
1509,US,KDP46,3,6785,10
1510,US,KDP56,1,6665,10
1511,US,KDP56,3,6645,10
1512,US,KDP58,1,6865,10
1513,US,KDP58,2,6805,10
1514,US,KDP64,4,6635,10
1515,US,KDP64,5,6615,10
1516,US,KDP64,6,6034.15,30
1517,US,KDP64,7,6152.75,30
1518,US,KDP66,5,6404.79,30
1519,US,KDP66,6,6286.19,30
1520,US,KDP67,3,6545,10
1521,US,KDP67,5,6404.79,30
1522,US,KDP67,6,6034.15,30
1523,US,KDP69,3,6755,30
1524,US,KDP69,4,6152.75,30
1525,US,KDP70,1,6645,10
1526,US,KDP70,3,6645,10
1527,US,KDP70,4,6705,10
1528,US,KDP70,6,6595,30
1529,US,KDP70,7,5974.85,30
1530,US,KDP71,2,6865,10
1531,US,KDP72,6,6705,10
1532,US,KDP72,8,6695,10
1533,US,KDP72,9,6555,30
1534,US,KDP72,10,6152.75,30
1535,US,KDP73,3,6755,30
1536,US,KDP73,4,6725,30
1537,US,KDP74,4,6595,30
1538,US,KDP74,6,6725,30
1539,US,KDP75,4,6785,20
1540,US,KDP75,6,6555,30
1541,US,KDP76,3,6625,20
1542,US,KDP76,4,6256.54,30
1543,US,KDP77,3,6375.14,30
1544,US,KDP77,4,6625,30
1545,US,KDP78,4,6555,30
1546,US,KDP78,5,6655,30
1547,US,KDP79,3,6815,30
1548,US,KDP79,4,6785,30
1549,US,KDP84,3,6775,10
1550,US,KDP84,6,6725,30
1551,US,KDP84,7,6655,30
1552,US,KDP85,4,6815,30
1553,US,KDP87,2,6665,10
1554,US,KDP87,4,6555,10
1555,US,KDP87,5,6162.63,10
1556,US,KDP87,6,6315.84,30
1557,US,KDP88,1,6785,10
1558,US,KDP91,1,6014.38,10
1559,US,KDP91,3,5994.62,10
1560,US,KDP91,4,6675,10
1561,US,KDP91,5,6063.8,30
1562,US,KDP91,6,6555,30
1563,US,KDQ90,1,6093.45,30
1564,US,KDQ90,2,6063.8,30
1565,US,KDQ92,1,6585,5
1566,US,KDQ92,2,6625,5
1567,US,KDQ93,1,6685,5
1568,US,KDQ99,2,5945.2,30
1569,US,KDQ99,2,6063.8,30
1570,US,KDQ99,3,6785,30
1571,US,KDR20,5,6197.24,30
1572,US,KDR20,5,6315.84,30
1573,US,KDR20,6,6226.89,30
1574,US,KDR20,6,6286.19,30
1575,US,KDR20,7,6625,30
1576,US,KDR20,8,6595,30
1577,US,KDR20,8,6655,30
1578,US,KDR45,1,6830,5
1579,US,KDR45,2,6860,5
1580,US,KDS54,3,6404.79,30
1581,US,KDS54,4,5945.2,30
1582,US,KDS54,5,6375.14,30
1583,US,KDS59,1,6750,5
1584,US,KDS59,2,6790,5
1585,US,KDS60,1,6670,5
1586,US,KDS60,2,6700,5
1587,US,KDS61,1,6590,5
1588,US,KDS61,2,6630,5
1589,US,KDS62,1,6750,5
1590,US,KDS62,2,6830,5
1591,US,KDS63,1,6670,5
1592,US,KDS86,5,6825,10
1593,US,KDS86,6,6315.84,30
1594,US,KDS86,7,6197.24,30
1595,US,KDT54,1,6625,10
1596,US,KDT54,2,6665,10
1597,US,KDT54,6,6565,10
1598,US,KDT54,7,6695,10
1599,US,KDT54,8,6705,10
1600,US,KDT54,28,5945.2,30
1601,US,KDT54,28,6004.5,30
1602,US,KDT61,1,6555,10
1603,US,KDT61,2,6825,10
